year,quarter,sector,company_size,revenue_m_eur,ai_use_case,deployment_type,days_diagnostic,days_poc,days_to_deployment,investment_eur,roi,time_saved_hours_month,revenue_increase_percent,human_in_loop
2024,q3,media,eti,24.6,demand forecasting,nlp,63,46,114,230076,6.7,132,0.0,0
2024,q2,agroalimentaire,pme,6.7,pricing optimization,nlp,26,58,142,88296,37.6,0,5.7,1
2023,q1,automotive,grande,267.8,personalization engine,analytics,25,144,183,3413501,-5.3,292,9.8,1
2025,q4,sante,pme,8.3,customer service bot,nlp,14,126,221,65222,-12.7,342,0.0,0
2022,q4,retail,eti,27.8,document processing,automation,30,39,153,296457,31.8,0,6.3,0
2022,q1,telecom,eti,9.5,sales automation,automation,25,200,292,162472,12.6,0,17.4,1
2023,q4,services pro,grande,438.6,process automation,hybrid,34,72,269,2009915,23.4,177,2.1,1
2024,q4,insurance,grande,106.5,personalization engine,vision,39,200,400,1342771,36.3,148,0.0,0
2023,q2,energie,pme,2.4,supply chain optimization,analytics,15,41,266,52254,237.1,311,0.0,1
2023,q1,logistique,pme,1.5,sales automation,hybrid,35,188,308,51837,39.2,0,0.0,1
2024,q3,retail,grande,214.6,demand forecasting,nlp,16,100,186,3647624,107.5,120,0.0,1
2023,q1,manufacturing,eti,26.4,demand forecasting,hybrid,62,187,323,427404,-9.8,225,8.4,1
2023,q4,manufacturing,eti,22.0,process automation,analytics,30,45,248,141358,100.8,251,0.0,1
2023,q4,automotive,grande,130.7,personalization engine,analytics,16,53,303,861510,-29.6,0,0.0,1
2022,q2,telecom,pme,2.3,chatbot,analytics,52,36,221,35813,3.7,0,2.1,1
2024,q4,automotive,eti,19.6,chatbot,vision,73,58,308,142548,24.3,0,0.0,1
2023,q3,automotive,pme,3.8,quality control vision,hybrid,37,106,245,26306,22.2,53,0.0,1
2025,q2,technology,eti,59.5,process automation,vision,16,38,372,500000,53.4,476,0.0,1
2024,q4,energie,grande,690.5,customer service bot,automation,44,14,501,3142624,40.7,220,0.0,1
2023,q3,technology,pme,4.9,quality control vision,hybrid,31,30,102,73088,-16.5,0,0.0,1
2023,q3,retail,pme,6.7,quality control vision,vision,9,38,379,64640,400.0,9,15.3,1
2023,q4,energie,eti,81.6,predictive analytics,hybrid,47,41,212,500000,9.3,111,13.5,1
2024,q2,telecom,eti,60.0,process automation,nlp,34,59,348,500000,-9.5,0,0.0,1
2022,q3,pharma,pme,10.9,document processing,vision,56,72,399,100000,258.1,391,0.7,1
2022,q4,sante,eti,38.3,process automation,nlp,33,145,231,121917,-21.0,800,0.0,0
2025,q4,services pro,pme,3.8,sentiment analysis,automation,13,16,119,33951,237.8,0,0.0,1
2024,q4,pharma,eti,39.5,predictive analytics,nlp,71,103,290,271894,54.2,0,0.0,1
2024,q2,finance,pme,13.7,document processing,analytics,11,99,262,100000,20.6,222,1.4,1
2024,q2,media,pme,32.5,fraud detection,hybrid,37,72,129,100000,-0.4,0,0.0,1
2022,q1,automotive,eti,28.0,inventory management,automation,21,84,190,267145,268.2,160,0.0,1
2025,q4,technology,pme,2.1,demand forecasting,analytics,25,26,162,37977,31.8,0,0.0,1
2024,q2,insurance,pme,3.5,document processing,vision,37,39,341,55672,169.6,675,0.0,1
2023,q4,retail,eti,37.3,inventory management,automation,47,64,247,224105,1.1,80,0.0,0
2024,q3,manufacturing,pme,3.5,chatbot,analytics,35,43,198,48175,13.7,66,0.0,0
2024,q2,retail,pme,1.1,personalization engine,automation,20,40,245,60059,45.5,15,0.0,0
2025,q1,finance,grande,162.9,sales automation,vision,65,141,712,3415700,-15.8,94,8.4,1
2024,q4,technology,pme,2.6,chatbot,vision,7,200,269,10000,37.8,311,0.0,1
2025,q2,automotive,grande,139.4,customer service bot,analytics,63,37,389,1941610,35.9,634,7.0,1
2025,q2,logistique,pme,1.9,pricing optimization,automation,9,19,107,44864,12.6,59,0.0,1
2024,q4,services pro,pme,8.7,demand forecasting,nlp,15,36,132,81179,-12.4,40,0.0,0
2024,q2,energie,pme,1.2,supply chain optimization,nlp,3,57,61,27541,5.9,132,4.6,1
2023,q3,construction,eti,39.8,pricing optimization,vision,56,133,203,391990,0.7,170,0.0,1
2022,q4,retail,pme,2.6,supply chain optimization,analytics,23,69,202,30317,-17.4,325,0.6,1
2023,q3,finance,grande,201.2,process automation,analytics,21,124,285,1633928,24.8,0,0.0,1
2023,q2,pharma,pme,11.4,predictive analytics,analytics,62,100,370,53167,29.0,70,13.7,1
2024,q1,manufacturing,pme,1.0,supply chain optimization,nlp,14,28,103,14720,-9.9,67,0.0,1
2024,q1,services pro,pme,8.6,inventory management,automation,5,46,211,83462,109.5,121,0.0,0
2024,q4,services pro,pme,4.4,process automation,automation,21,49,274,37680,29.1,0,0.0,1
2022,q3,manufacturing,pme,1.8,sales automation,hybrid,15,102,475,59834,132.3,179,0.0,1
2023,q1,automotive,eti,130.3,demand forecasting,analytics,21,133,219,445206,-27.7,315,0.0,1
2023,q1,construction,eti,32.4,document processing,vision,34,130,339,140201,-5.4,124,0.0,0
2025,q4,energie,pme,4.9,pricing optimization,analytics,2,39,301,63987,29.3,0,0.0,1
2025,q1,services pro,grande,45.3,risk assessment,analytics,15,20,322,682160,3.2,0,0.0,1
2024,q1,retail,eti,115.0,sales automation,nlp,30,25,289,500000,3.5,0,5.5,1
2022,q1,technology,pme,61.6,fraud detection,hybrid,11,81,531,100000,69.9,0,5.8,1
2023,q4,finance,grande,201.7,demand forecasting,automation,71,99,279,2652509,0.3,52,0.0,1
2025,q4,manufacturing,pme,3.0,sentiment analysis,automation,27,36,93,28916,35.3,152,0.0,1
2024,q1,agroalimentaire,grande,191.3,fraud detection,vision,19,131,221,1150267,22.8,59,0.0,1
2024,q4,pharma,eti,111.7,sentiment analysis,hybrid,44,114,384,500000,4.6,41,4.5,1
2022,q3,services pro,pme,2.6,fraud detection,hybrid,45,128,224,44234,168.2,0,4.1,1
2024,q3,media,pme,12.7,inventory management,analytics,19,97,150,73336,-18.9,282,0.0,1
2024,q4,retail,grande,428.1,personalization engine,nlp,49,114,422,3783051,18.1,0,0.0,1
2024,q4,manufacturing,pme,10.7,chatbot,nlp,48,70,238,100000,16.7,800,0.0,1
2024,q4,technology,pme,7.7,sales automation,vision,16,63,282,100000,-25.0,226,7.8,1
2023,q3,energie,grande,336.4,customer service bot,analytics,31,48,250,992893,-6.0,72,4.3,1
2023,q4,agroalimentaire,pme,2.3,customer service bot,automation,17,59,146,13337,148.2,0,2.5,1
2024,q4,insurance,eti,285.6,customer service bot,analytics,4,49,109,500000,304.4,237,13.7,1
2024,q4,sante,eti,89.8,pricing optimization,analytics,28,17,129,221575,-15.2,466,0.0,1
2023,q4,retail,pme,6.7,quality control vision,vision,89,196,370,60029,18.0,0,0.0,1
2022,q4,automotive,pme,7.6,predictive analytics,analytics,6,61,259,51672,26.6,137,30.0,0
2024,q3,energie,grande,268.3,process automation,automation,26,181,250,2990992,238.4,0,1.9,0
2025,q4,manufacturing,eti,152.9,customer service bot,nlp,54,97,233,315332,-8.8,0,0.1,1
2024,q3,telecom,pme,6.2,supply chain optimization,analytics,36,92,301,41914,44.3,0,5.4,1
2022,q1,media,pme,1.5,risk assessment,vision,40,20,239,50368,2.9,237,0.0,1
2024,q3,finance,grande,202.5,pricing optimization,analytics,57,87,286,2199796,-26.4,37,12.9,1
2023,q3,logistique,eti,99.4,fraud detection,automation,31,116,305,489960,26.0,0,0.0,1
2024,q3,insurance,pme,3.6,pricing optimization,nlp,40,83,347,44235,123.9,0,13.6,1
2024,q2,energie,eti,22.4,customer service bot,analytics,40,75,188,197709,-23.9,396,0.0,1
2024,q2,agroalimentaire,grande,113.8,personalization engine,nlp,18,197,353,1753417,-9.6,0,0.0,0
2023,q4,logistique,eti,86.3,supply chain optimization,vision,34,53,141,500000,30.2,87,0.0,0
2024,q1,energie,eti,103.9,chatbot,nlp,23,75,194,500000,132.5,733,0.0,1
2022,q1,logistique,pme,4.1,customer service bot,analytics,34,42,155,59924,9.8,0,0.0,0
2025,q1,insurance,pme,0.8,supply chain optimization,nlp,86,30,162,17188,1.4,80,0.0,1
2022,q2,services pro,grande,113.4,supply chain optimization,automation,18,74,277,2569839,-9.2,0,0.0,1
2022,q2,logistique,eti,64.9,risk assessment,nlp,22,79,285,500000,-20.0,59,2.4,1
2023,q2,logistique,eti,78.5,personalization engine,vision,23,33,151,500000,139.7,0,0.0,1
2023,q3,retail,eti,3.1,inventory management,hybrid,7,16,763,102050,50.7,0,0.0,1
2024,q1,agroalimentaire,grande,25.3,supply chain optimization,automation,25,132,580,878173,73.1,0,0.0,1
2023,q2,sante,grande,402.2,personalization engine,hybrid,23,200,285,1233500,-26.0,6,0.0,1
2025,q4,logistique,eti,17.8,risk assessment,vision,39,119,251,221066,181.5,466,0.0,0
2022,q3,technology,grande,139.6,pricing optimization,automation,27,117,658,2290599,32.1,143,21.2,1
2024,q4,automotive,grande,144.0,process automation,vision,22,105,138,1057653,-5.5,0,0.0,1
2024,q1,logistique,eti,43.4,inventory management,hybrid,95,49,187,446110,235.6,175,3.4,1
2023,q4,agroalimentaire,eti,32.1,process automation,nlp,11,33,144,341053,-24.0,0,0.0,1
2025,q4,sante,eti,36.9,document processing,automation,49,54,121,352449,-25.0,762,0.0,1
2023,q4,pharma,pme,4.8,risk assessment,automation,8,15,60,56920,16.5,22,0.0,0
2024,q4,manufacturing,pme,1.4,fraud detection,automation,36,32,478,28658,-6.8,298,0.0,0
2023,q3,media,eti,17.4,customer service bot,nlp,36,10,95,218705,-29.2,0,0.0,0
2025,q2,energie,grande,123.0,risk assessment,hybrid,87,82,219,469196,-14.0,0,1.8,0
2023,q2,automotive,pme,7.2,quality control vision,automation,23,81,242,37544,-0.1,0,5.1,1
2024,q3,media,pme,2.7,supply chain optimization,automation,37,18,114,10000,12.0,61,0.0,1
2024,q2,technology,eti,50.4,sales automation,analytics,5,68,258,357872,254.0,0,0.0,1
2023,q2,sante,pme,5.0,sales automation,vision,47,99,392,54632,48.3,44,3.9,0
2023,q2,retail,pme,1.1,pricing optimization,automation,74,14,117,29611,40.4,168,0.0,1
2025,q1,sante,pme,17.6,personalization engine,hybrid,11,130,183,100000,33.7,0,17.1,1
2024,q4,automotive,eti,14.0,pricing optimization,automation,19,20,69,166761,41.7,0,0.0,1
2023,q1,manufacturing,grande,471.2,quality control vision,vision,56,200,281,1790047,72.1,61,0.0,1
2022,q2,agroalimentaire,eti,19.0,predictive analytics,vision,17,150,386,261609,223.5,584,3.1,1
2023,q1,pharma,pme,3.1,process automation,vision,100,69,219,56706,28.3,698,1.1,1
2024,q2,construction,eti,26.4,supply chain optimization,hybrid,100,43,185,439111,-25.0,60,6.8,1
2024,q4,retail,pme,7.1,chatbot,automation,11,33,281,80734,96.5,0,0.0,1
2024,q4,energie,eti,24.2,document processing,hybrid,63,84,311,324351,20.9,0,0.0,0
2024,q1,sante,pme,19.2,process automation,automation,22,32,144,100000,-19.4,0,1.3,1
2025,q1,pharma,grande,675.4,inventory management,analytics,11,85,189,4562212,69.4,103,0.0,0
2022,q4,energie,eti,45.7,risk assessment,analytics,29,64,94,500000,121.4,0,0.0,1
2024,q2,technology,pme,9.4,customer service bot,automation,43,30,266,69116,194.0,164,3.5,0
2024,q4,retail,grande,536.3,quality control vision,nlp,6,105,449,5000000,-25.1,88,0.0,0
2023,q2,pharma,eti,37.6,personalization engine,automation,46,100,400,307943,219.2,39,0.0,1
2025,q2,energie,pme,24.8,chatbot,hybrid,28,69,200,100000,137.0,0,0.0,1
